text,category
"Покупал для ребенка на новый год, но он быстро изнашивается. Может быть, стоит поискать более прочные варианты. Оценка 3 из 5.",товары для детей
"Заказал детский стульчик, но он слишком тяжел для моей маленькой дочки. Больше подходит для взрослых. Буду искать другие варианты.",товары для детей
Все любят этот детский коврик с картинами животных. Яркие цвета привлекают внимание. Хороший вариант для обучения цветам.,товары для детей
"Ребенку очень понравился этот детский велосипед, но он немного тяжеловат. Ищем более легкий вариант.",товары для детей
Это лучшая книга о путешествиях для детей! Содержит много интересной информации. Покупайте без сомнений!,товары для детей
"Моему малышу очень понравился этот развивающий кубик, цвета яркие, детям точно нравится играть! Только вот упаковка могла быть более прочной.",товары для детей
"Очень обидно, что игрушка пошла в рваные через месяц. Не ожидал от этого бренда. Оцениваю товар 2 из 5 звезд.",товары для детей
Игровая кухня - отличное приобретение! Мой ребенок любит проводить там часами. Качество материалов очень хорошее.,товары для детей
"Все довольны - и мамы, и дети! Ребенку просто необходимо было это пальчиковое книжки-игрушки. Они отлично развивают мелкую моторику рук.",товары для детей
"Детишки были в восторге от этих развивающих мозаики, но я бы хотел, чтобы они были немного больше для большей безопасности.",товары для детей
"Замечательный набор для творчества! Дети могут быть вдохновлены своей работой. Несмотря на небольшие размеры, качество и цвета впечатляющие.",товары для детей
"После покупки детской кроватки я была в шоке, она была слишком маленькая для моего ребенка. Думала, что по размерам все хорошо, но не учла возраст. Будьте осторожнее при выборе.",товары для детей
"Сначала казалось, что это слишком дорогие игрушечные машинки, но когда я увидела, как моему ребенку это нравится, поняла, что цена того стоит.",товары для детей
"Моему сынишке просто нравится этот детский велосипед. Он легко управляем, даже моя маленькая дочка может ездить на нем. Стоит он недорого, что тоже радует.",товары для детей
"Этот набор для рисования в стиле 'художник на ходу' мне не понравился. Больше всего меня разозлило то, что его сложно собрать.",товары для детей
"С ребенком мы играем в эту палатку для малышей каждый день. Она прочная, не течет и легко устанавливается. Один из лучших вариантов, которые я видел!",товары для детей
"Купила эту кроватку для новорожденного. Неплохо, но я бы предпочел большее количество сеток для воздуха. И цена немного кусается.",товары для детей
"Этот набор для игры в куклы был очень сломан. Дети были разочарованы, а я расстроен из-за того, что он так дорого обошелся.",товары для детей
"Я заказал этот коврик для игр, надеясь на то, что он сделает мой дом безопасным для ребенка. Но он скользкий и не слишком удобный.",товары для детей
"Моим детям очень нравится этот музыкальный инструмент. Они любят ими играть, и это помогает развивать их мелкую моторику.",товары для детей
"Надежная и комфортная детская кровать. Единственное, что мне не нравится - это то, что ее невозможно установить в любом месте в комнате из-за размеров.",товары для детей
"Все в порядке, ребенку понравилось, только держателя для рисования маловато, ребенок постоянно что-то тянуть хочет. В общем, рекомендую!",товары для детей
"Удивился цене, качество просто замечательное. Нам подарили это магнитное полотно, детишки в восторге.",товары для детей
"Игрушка крутая, но детям она не очень нравится. Может, дело в том, что мальчишки любят крутые машинки. Может, лучше подойдет для девочек?",товары для детей
"Такое количество игрушек в коробке - это громадное количество разочарования. Качество игрушек, мягко говоря, сомнительное. Беспечное использование и непродуманная комплектация. Не рекомендую!",товары для детей
"Купил эти развивающие кубики, они действительно привлекают внимание ребенка. Даже я в них заинтересовался! Малыш любит их играть. Всем советую!",товары для детей
"Прекрасное качество, ребенку понравилось, а мне ещё и сэкономил время, потому что теперь он сам занимается своими игрушками. Отличное решение для занятий дома. Рекомендую!",товары для детей
"Моему ребёнку эта детская кроватка явно не понравилась. Она слишком высокая, он постоянно падает на пол, когда пытается самостоятельно вставать. В остальном всё хорошо, но эта особенность огорчила. Возможно, стоит обратить внимание на другие модели.",товары для детей
"Этот детский набор для настольного футбола был большим открытием. Несмотря на то, что ребенку было немного сложно понять правила игры, ему очень понравилось. Продукт действительно стоящее покупка. Рекомендую!",товары для детей
"Очень расстроился после покупки детского кресла. Неудобства при установке, а самое главное - ребенок не любит его. Больше не советую.",товары для детей
Это лучший набор детских пазлов! Мой ребенок влюбился в него сразу же и теперь с удовольствием собирает его каждый день!,товары для детей
Мне не понравилось качество детской одежды. Через две постирки она изнашивается. Следующий раз буду искать что-то другое.,товары для детей
Качество игры Маша и медведь - отличное! Настраивал его для ребенка и он в восторге. Спасибо за веселые часы!,товары для детей
Товары для детей от этого бренда - полная катастрофа. Они дорогие и не имеют нужного качества. Буду искать что-то другое в будущем.,товары для детей
"Детская коляска стоит своих денег. Держит очень стабильно, удобство для ребенка - отличное. Советую всем!",товары для детей
Мой ребенок обожает эти детские рюкзаки. Они прочные и стильные. Купил еще один на случай посещения дяди.,товары для детей
"Слишком дорогая цена за детский браслет-андроид. Он работает нормально, но моя дочка быстро надоела играть в него.",товары для детей
"Ох, эти игрушки! Они такие милые, и мой малыш просто обожает их. Но... иногда кажется, что они немного хрупкие. Если бы держались дольше, был бы только рад.",товары для детей
"Мой ребенок просто в восторге от этой детской кроватки! Она красивая, удобная, и очень проста в установке. Только я бы не советовал ее использовать более 3 лет, так как она может стать маловата.",товары для детей
"Большое разочарование от этих детских бутылочек. Они так дорогие, а просадка в температуре молока делает их непрактичными. Не рекомендую.",товары для детей
"Эти рюкзаки для малышей отличаются классическим дизайном и комфортным размером, они идеально подходят для моего ребенка. Впечатление только положительное.",товары для детей
"У моей дочки уже 3 года, она с радостью играет со своим кукольным домиком. Он прочный и имеет много функциональных элементов, которые она любит. Отличный выбор!",товары для детей
С этим набором инструментов для малыша мой сын стал настоящим помощником в моем доме. Они очень безопасны и качественные.,товары для детей
"Я очень расстроился после покупки этого коляски. Она была очень дорогой, но из-за своих размеров и веса ее сложно перемещать.",товары для детей
"Дочь в восторге от своей новой книжки-игрушки, которую я ей купил. Я же лишь надеюсь, что пластика на ней будет прочной и не начнет трескаться через пару месяцев использования.",товары для детей
"Детский стульчик - просто чудо! Удобно, безопасно, красивый дизайн. Качество на высоте. Спасибо производителю!",товары для детей
"Мой ребенок не любит этот детский матрас. Он слишком жесткий, малыш постоянно просыпается. Ожидали большего от такого дорогого товара.",товары для детей
"Коляска с колесиками на руках – удобно, но я бы хотел больше функциональности. Может, стоит продумать еще и подставку для бутылочки?",товары для детей
Безумно влюблена в эту игрушку! Мой ребенок ее просто обожает. Качество выше всяких похвал.,товары для детей
"Всё хорошо, пока не сломалась кукла. Не понимаю, почему производители делают игрушки так ненадежно. Сожалею о покупке.",товары для детей
"Это первая детская кроватка, которую мы купили и нам очень нравится. Она удобная, красивая и легко перестраивается на кроватку. Советую всем!",товары для детей
Я очень разочарован. Стул для кормления развалился спустя несколько недель. Качество товара не соответствует цене.,товары для детей
"Книги в наборе для чтения – это то, что нужно моему ребенку. Они развлекательны и развивающы, что важно для его развития.",товары для детей
"Купили развивающую игрушку для малыша. Сначала была в восторге, но через месяц игрушка начала давать дребезжание и перестала работать. Пожалуйста, сделайте лучше качество! 🙁",товары для детей
"Буквально взял в руки детский велосипед и понял, что для ребенка весом 40 кг он слишком тяжел. Не уверен, стоит ли его покупать. 😬",товары для детей
"Моему ребенку очень понравилась палатка на батарейках, но она быстро испортилась. Буду искать более прочную модель. ☹️",товары для детей
"Наклейки для двери из держателя магнита - это супер идея! Они красивые и легко убираются, но немного дороговаты. 😋",товары для детей
"С удовольствием использовал пластиковые коробки для хранения детских игрушек. Качество на высоте, удобство сборки - отличный вариант для организации пространства! 👍",товары для детей
"Детская коляска с поддержкой для головы - чудесная вещь. Она хорошо удерживает голову младенца, спасибо за эту функцию! 😊",товары для детей
"Был в восторге от детского стульчика для кормления. Он легкий, комфортный и не занимает много места. Плюс, он очень стильный! 👌",товары для детей
Развивающая книга с интерактивными элементами - это шикарно. Она держит внимание ребенка на протяжении долгого времени и учит новым словам. Очень рекомендую! 📚👍,товары для детей
"Боже, эти куклы-малютки супер милые! Удивительно, что они стоят так дешево. Моя дочка их просто обожает.",товары для детей
"Мой ребенок не может перестать играть с этим креслом-качалкой, и я не могу перестать замечать его радостное лицо. Великолепная покупка!",товары для детей
"Купил эту детский коляску с большими надеждами, но она постоянно ломается. Огорчен, жаль, что приходится снова искать вариант.",товары для детей
"Приятно удивлен, насколько мягкие и удобные эти матрасы для малышей. Моему бабушке было сложно найти что-то подходящее, но мы нашли это.",товары для детей
"Недавно купил этот набор для рисования, но детям не понравилось. Картонные коробки, внутри которых находятся краски, не выдерживают их энергии. Не рекомендую.",товары для детей
"Покупал эту игрушечную машину для моего сына, он ее уже сломал через неделю. Вместо того чтобы приобрести что-то долговечное, я остался недоволен.",товары для детей
Я был в восторге от этой детской кроватки. Она идеально подходит для моего ребенка и очень удобная для мамы. Однозначно рекомендую!,товары для детей
Моему сыну очень нравится эта подушка для спокойного сна. Он теперь спит лучше и просыпается с меньшим количеством капризов.,товары для детей
"Коляска для малышей - шикарная! Малышу очень комфортно, а я радуюсь, что выбор был правильным. Тут и удобная регулировка, и прочная рама, и большое количество функций.",товары для детей
"Детский стульчик для кормления не подвёл. Было немного проблем с доставкой, но зато сам продукт впечатляет. Сиденье мягкое, есть много настроек по высоте, ребенку понравилось сидеть и есть прямо за столом.",товары для детей
"Не рекомендую детские бутылочки с соской. Моя дочка отказывается пить из них. Качество, видимо, отличное, но моя девочка предпочитает старые. Остается только ждать новую поставку.",товары для детей
"Книжки-игрушки для маленьких - это то, что нужно. Яркие, большие, с большим количеством вкладышей. Но, к сожалению, они легко порвутся при неправильном использовании.",товары для детей
"Недавно приобрела куклу-подростка для девочки. Качество очень хорошее, детали выполнены отлично. Только вот размер для моей двукратной девочки немного большой, и приходится искать одежду для такой куклы.",товары для детей
"Игровой набор для строительства - настоящий сюрприз для ребенка. Несмотря на то, что цена довольно высокая, игрушка полностью соответствует своему качеству. Сын любуется своим новым домом и часто играет с ним.",товары для детей
"Понравился детский коврик, хотя доставка была немного задержана. Коврик мягкий, ярко расписан, удерживает внимание малыша. Проблем нет.",товары для детей
"После покупки развивающего блока для ребенка я немного разочаровался. Все цвета и формы там были, но мой сын потерял интерес уже через неделю. Может быть, нужно было выбрать более проработанную модель.",товары для детей
"Моему малышу этот кукольный домик явно не понравился. Слишком много деталей, которые не закрываются или открываются, ребенок постоянно что-то сломал. Не рекомендую!",товары для детей
"Огромный плюс для моего ребенка - эта игрушка позволяет развивать его воображение и моторику. Небольшой минус - иногда бывает трудно собрать после игры. В целом, рекомендую!",товары для детей
Мой ребенок просто обожает эти пазлы! Он всегда просит еще и еще. Но я бы порекомендовал продавцам увеличить их размеры - они очень мелкие.,товары для детей
"Безумно рад, что приобрел эту кроватку для ребенка. Она удобная и безопасная. Единственный минус - она довольно тяжелая, чтобы переносить по дому.",товары для детей
"Эти раскраски были настоящим открытием для меня. Они содержат множество ярких цветов и детализированных картинок, но, к сожалению, не все страницы устойчивы к воде. Попробую найти другие.",товары для детей
"Купил это развивающее кресло для моего малыша. Оно работает отлично, но мне кажется, что оно слишком дорогое за сравнительно простые функции. Возможно, стоит поискать что-то более бюджетное.",товары для детей
"Я очень впечатлен качеством этих детских книг. Они прочные и яркие, и моя дочка любит их. Несомненный плюс - они помогают развивать его читательские навыки.",товары для детей
"Удивительно, как эти мягкие игрушки привлекают моего ребенка. Он спит спокойнее и лучше после того, как видит их. В качестве улучшений я бы предложил большее разнообразие цветов и типов игрушек.",товары для детей
"Большой минус в том, что эти детские ботинки быстро изнашиваются. Я думал, они прослужат дольше. Плюс, они кажутся маловатыми по размеру. Но цвет у них супер!",товары для детей
"Очень довольна! Купила детский велосипед для своего сына, он в восторге. Скорость, устойчивость - все на высшем уровне. Недавно даже взяли участие в местном велогонке!",товары для детей
"Впечатления от этих игрушечных кукол средние. Они красивые, но не очень качественные. Ребенку понравилось, но мне кажется, они могли бы быть немного прочнее.",товары для детей
"Ну это просто кошмар! Купил детский стульчик, а он постоянно скрипит и качается. И еще, я ожидал, что он будет безопасным, но иногда мой ребенок险些从椅子上掉下来。",товары для детей
"Моя дочка в восторге от этих детских книг! Язык простой и понятный для ребенка, и история захватывает внимание. Надеюсь, она продолжит развивать свою любовь к чтению.",товары для детей
"Эти детские обучающие игры на компьютере были полезны для моего ребенка. Они помогают учиться, а также увлечены игрой. Мое только замечание - иногда они слишком сложны для младших детей.",товары для детей
"Детские ванночки - это то, что нужно! Они удобные, вместительные и очень легко чистить. Я бы порекомендовал их каждому, кто ищет комфорт для своих маленьких детей.",товары для детей
"Купил детский телескоп для своего сына, и он просто влюблен в него. Столько интересного он может увидеть, а главное - ему нравится, что он может делиться этим со мной.",товары для детей
"Очень рады нашим детским кроваткам-трансформерыам! Складывается и разкладывается легко, красивый дизайн. Но может быть немного маловата для старших детей. Рекомендую!",товары для детей
"Все очень понравилось с новым детским стульчиком-качелью. Надежная постройка, держит вес без проблем. Но крепление на стену не входит в комплект, приходится покупать отдельно.",товары для детей
"Качество игрушек из набора для малышей поразило. Все яркие и безопасные. Но цена за все много, надеюсь, стоит того.",товары для детей
"Малышам точно понравятся эти развивающие игрушки. Много разных видов, что интересно. Но некоторые детские книжки слишком сложны для маленького ребенка.",товары для детей
"Приобрели детский пеленатор и очень расстроены. Он слишком громкий и шумный, ребенок боится его. Пожалуйста, обратите внимание на этот фактор при выборе.",товары для детей
"Моему ребенку очень нравится этот детский столик-чердачок. Он удобный и просторный. Но на складках есть небольшие дефекты, которые не радуют глаз.",товары для детей
Детские ручки-трубочки для письма - отличный вариант для обучения письму. Но они могут быть немного более удобными для маленьких рук.,товары для детей
"Очень стильное кольцо, но оно мне не подходит по размеру. В остальном все хорошо! Спасибо!",украшения и аксессуары
"Я была в восторге от этого браслета, он действительно красивый и оригинальный! Качество тоже отличное.",украшения и аксессуары
"Носила это зеркало-браслет пару раз и уже видно, что оно сломалось. Печально, потому что оно мне нравилось.",украшения и аксессуары
"Мне кажется, что эта серебряная цепочка слишком тонкая и может легко сломаться, но она красивая.",украшения и аксессуары
"Надеюсь, этот жемчужный браслет будет держаться, он выглядит великолепно на руке.",украшения и аксессуары
"Этот браслет смотрится довольно скучно. Возможно, он красивый вживую, но на фотографии он выглядит обыденно.",украшения и аксессуары
"У меня нет слов! Это браслет просто изумительный, я его купил, как только его увидел.",украшения и аксессуары
Такого красивого и качественного ободка я еще не видела. Рекомендую!,украшения и аксессуары
"Очки-то шикарные, но только не на меня они смотрятся... Цвет слишком яркий. Модная вещь, но мне она не подошла.",украшения и аксессуары
Серьги с кристаллами - чудесные! Они добавляют мгновенно яркости и блеска к моему образу. Спасибо продавцу!,украшения и аксессуары
Кольца из серебра - очень красивые. Но упаковка могла быть лучше.,украшения и аксессуары
"Кремовые браслеты очень мягкие, они комфортно сидят на коже. Я думаю, они станут моим любимым аксессуarem на каждый день.",украшения и аксессуары
"Серьги с подвесками - отличное качество, они выглядят дороже, чем стоит. Не могла быть более счастливой с покупкой.",украшения и аксессуары
Брошь с фианитами - просто невероятный! Но на моем платье он выглядит слишком крупным. В остальном - идеальный товар!,украшения и аксессуары
"Цепочка из золота - она выглядит немного дешево. Но это единственное мое недопонимание, иначе она была бы идеальной.",украшения и аксессуары
"Подвески с камнями - они красивы и уникальны. Но, к сожалению, они слишком велики для моего стиля. Впрочем, все остальное было замечательно!",украшения и аксессуары
"Я купил эти серьги за три бакса в интернет-магазине, и мне очень понравилось. Небольшие, но стильные. Правда, я думал они будут из золота, а оказывается просто пластик. Не ожидал такого материала.",украшения и аксессуары
"Одним словом, не рекомендую. Я покупал браслет на ювелирной выставке, он выглядел великолепно, но после нескольких дней его начала трескаться. Качество ужасное.",украшения и аксессуары
"Эти часы меня впечатлили с первого взгляда. Они красивые, стильные и имеют хороший функционал. Их цена оправдывает качество. Отличный выбор для подарка.",украшения и аксессуары
"После того, как я надел это кольцо, мои пальцы начали чесаться и зудеть. Не знаю, что там внутри, но оно вызывает раздражение. Не рекомендую к покупке людям с чувствительной кожей.",украшения и аксессуары
"Мне кажется, я ошибся при заказе. Я ждал серьезного аксессуара, а получил что-то вроде детской игрушки. Размер и материал не соответствуют описанию.",украшения и аксессуары
"Бусы в стиле бохо пришли без коробки и без инструкции по уходу, что несколько расстроило. Но сама вещь красивая и оригинальная, смотрится отлично.",украшения и аксессуары
"Кольца в форме сердечек - мило и очаровательно. Но они слишком большие и постоянно скользят по пальцу. Надеюсь, смогу привыкнуть.",украшения и аксессуары
"Я всегда был большой поклонник украшений с натуральными камнями. Эти перстни из искусственного жемчуга немного разочаровали, хотя смотрятся красиво. Надеюсь, они не потердают свой блеск со временем.",украшения и аксессуары
"Очень красивые серьги, но их очень легко потерять из-за легкости и небольшого размера. Если вам нужна вещь, которая будет заметна и долговечной, лучше поискать что-то другое. Качество и цена - отличное сочетание.",украшения и аксессуары
"Остался доволен, когда получил кольцо! Оно выглядит намного дороже, чем стоит. Однако, в качестве подарка на 23 февраля мне кажется, что размер немного маловат.",украшения и аксессуары
"Серьги превзошли все ожидания! Они яркие и сияющие, в них приятно ходить. Немного сложнее надеть из-за сложной формы, но это мелочи.",украшения и аксессуары
Впечатление от покупки носков было не очень положительное. Они быстро износились и потеряли свою форму. Цена явно не оправдывает качество.,украшения и аксессуары
"Мне понравилась идея этих перстней, но они оказались слишком тяжелыми. Могу представить, как они будут падать с пальца после долгого ношения. Красивые, но не очень удобные.",украшения и аксессуары
"Кулон оказался лучше, чем ожидал. Он красивый и уникальный. Но я бы советовал учесть, что он довольно большого размера, если вы ищете что-то для утреннего делового образа.",украшения и аксессуары
"Браслет выглядит красиво и дорогостоящим, но оказалось, что он легко царапается и теряет свой блеск через некоторое время. Не очень долго работает для украшения высокого качества.",украшения и аксессуары
"Маленькое броши изумительно сделано, я очень ими рад. Они добавляют изюминку в любой наряд и держатся отлично. Просто идеально!",украшения и аксессуары
"Очень стильный кулон! Надо сказать, что я не ожидала такой высокой цены за такое украшение, но впечатление от него осталось положительным.",украшения и аксессуары
"Мне кажется, что этот браслет из золота может быть немного легче. В остальном - красиво, но жаль, что ожидания не были такими высокими.",украшения и аксессуары
"Брошь выглядит замечательно на фото, но в жизни она даже лучше. Бриллиант в ней блестит по-настоящему. Рекомендую!",украшения и аксессуары
"Кольца из белого золота очень красивые, но в руке они кажутся слишком большими. Если бы были поменьше, я бы точно купила.",украшения и аксессуары
"Браслет из черного платины сапфиров - шикарное украшение. Качество сапфиров оказалось сомнительным, надеюсь, не испортит впечатление от покупки.",украшения и аксессуары
"Умопомрачительный перстень! Мой выбор пал на него из-за низкой цены, а качество превзошло все мои ожидания. Очень рекомендую!",украшения и аксессуары
"Я была разочарована бижутерией из этого магазина. Золото оказалось очень мягким, и оно уже изменило цвет после первого месяца использования.",украшения и аксессуары
"Эти серьги из необработанного драгоценного камня впечатляют своим размером, но их качество было ниже моих ожиданий. Не стоит их покупать.",украшения и аксессуары
"Ах, эти серьги! Они такие стильные и модные! Мне понравилось то, что они не громоздкие, а легкие и удобные для ношения. Но цена... она просто зашкаливает. В следующий раз я бы предпочел подешевле.",украшения и аксессуары
"Браслет в форме змеи - удивительно красиво. Он в точности соответствует фотографии, но мне кажется, что на нем слишком много страз. Надеюсь, со временем они не начнут отваливаться.",украшения и аксессуары
"Эти кольца из драгоценной стали - настоящая находка! Они выглядят великолепно и при этом комфортно сидят на пальце. Я был рад обнаружить, что они также очень устойчивы к повреждениям.",украшения и аксессуары
"Вершина совершенства - это эта брошь! Она добавляет шарма любой одежде и привлекает внимание. Но у меня есть одна жалоба: она немного скрипит на металлической основе, надеюсь, это скоро удастся исправить.",украшения и аксессуары
"Очень расстроился по поводу этих украшений. Ожидал большего, когда видел их вживую. Качество низкое, они быстро потеряли блеск и начали ржаветь.",украшения и аксессуары
"Колье - просто чудо! Все оно сделано с любовью и вниманием к деталям. Оно вдохновляет. Стоит того, чтобы его купить, если вы ищете эксклюзивное украшение.",украшения и аксессуары
Настоящее удовлетворение от покупки этих колец! Они идеально сидят на пальце и выглядят роскошно. Качество материала и работа мастера на высоте.,украшения и аксессуары
"Мне не понравилась эта серебряная брошь. Она не соответствует описанию и фото, и в жизни выглядит мутно и недостаточно блестящей. Не рекомендую!",украшения и аксессуары
"Очень стильный перстень, но камень похож на пластик. Покупкой немного разочарован.",украшения и аксессуары
"Все отлично, но браслет стал жестким после первого моющего. Надеюсь, это временное явление.",украшения и аксессуары
"Самые красивые серьги, которые я когда-либо видел! Превосходное качество и цена.",украшения и аксессуары
"Неплохие бусы, но цвет не соответствует фотографии. Ожидал более яркого.",украшения и аксессуары
Броши в наличии на всех цветах радуги. Но на мне смотрятся они слишком крупно.,украшения и аксессуары
